Country Name,Year,Value
Poland,1986,16.88377953
Portugal,1986,12.85820007
Qatar,1986,18.53624916
Romania,1986,10.89381981
Russian Federation,1986,
Rwanda,1986,
Saudi Arabia,1986,
Senegal,1986,
Sierra Leone,1986,
Slovenia,1986,
Spain,1986,
Sri Lanka,1986,
St. Kitts and Nevis,1986,
St. Lucia,1986,
Suriname,1986,
Swaziland,1986,
Sweden,1986,
Switzerland,1986,
Syrian Arab Republic,1986,
Tanzania,1986,
Thailand,1986,
Tonga,1986,
Trinidad and Tobago,1986,
Tunisia,1986,
Turkey,1986,
Uganda,1986,
Ukraine,1986,
United Arab Emirates,1986,
United Kingdom,1986,
United States,1986,
"Venezuela, RB",1986,
Zimbabwe,1986,
Albania,1987,7.327420235
Argentina,1987,39.27062988
Australia,1987,29.4972496
Austria,1987,27.85111046
"Bahamas, The",1987,19.36623955
Bahrain,1987,9.544130325
Bangladesh,1987,4.190859795
Barbados,1987,
Belarus,1987,45.76441956
Belgium,1987,33.19422913
Benin,1987,2.25545001
Botswana,1987,2.437259912
Bulgaria,1987,20.78952026
Burkina Faso,1987,0.63894999
Burundi,1987,0.628679991
Cambodia,1987,
Cameroon,1987,2.344899893
Central African Republic,1987,1.033740044
Chad,1987,
Chile,1987,17.64481926
China,1987,3.157269955
Colombia,1987,12.04423046
"Congo, Dem. Rep.",1987,1.614189982
"Congo, Rep.",1987,5.707709789
Costa Rica,1987,24.73472023
Cote d'Ivoire,1987,2.682529926
Cuba,1987,21.9482193
Cyprus,1987,5.429480076
Czech Republic,1987,16.46445084
Denmark,1987,29.63172913
Dominica,1987,
Ecuador,1987,
"Egypt, Arab Rep.",1987,18.79256058
El Salvador,1987,
Fiji,1987,
Finland,1987,36.08156967
France,1987,29.97680092
Greece,1987,25.95046997
Guatemala,1987,
Guinea,1987,1.49406004
Guyana,1987,
Honduras,1987,8.33728981
Hungary,1987,15.67918968
Iceland,1987,21.58485985
India,1987,6.346849918
Indonesia,1987,7.589809895
Iraq,1987,10.87320995
Ireland,1987,24.24700928
Italy,1987,24.83555031
Japan,1987,28.48558998
Jordan,1987,20.89950943
Kenya,1987,1.461459994
"Korea, Rep.",1987,35.24647903
Kuwait,1987,15.89227962
Lao PDR,1987,
Latvia,1987,23.09608078
Lebanon,1987,32.1186409
Lesotho,1987,1.531579971
Libya,1987,
Luxembourg,1987,2.438940048
"Macedonia, FYR",1987,20.34148026
Madagascar,1987,3.582299948
Malawi,1987,0.462269992
Malaysia,1987,7.135970116
Mali,1987,0.799239993
Malta,1987,5.780970097
Mauritania,1987,3.035860062
Mauritius,1987,1.406679988
Mongolia,1987,22.67358971
Mozambique,1987,0.203879997
Myanmar,1987,6.228219986
Nepal,1987,5.000070095
Netherlands,1987,31.10819054
New Zealand,1987,36.47322083
Nicaragua,1987,7.383269787
Niger,1987,0.573210001
Nigeria,1987,3.481280088
Norway,1987,32.05004883
Oman,1987,1.702870011
Panama,1987,23.38779068
Papua New Guinea,1987,
Paraguay,1987,8.251070023
Peru,1987,26.46632004
Philippines,1987,23.37438011
Poland,1987,17.40545082
Portugal,1987,16.29096985
Qatar,1987,17.96931076
Romania,1987,9.914259911
Russian Federation,1987,
Rwanda,1987,
Saudi Arabia,1987,
Senegal,1987,
Sierra Leone,1987,
Slovenia,1987,
Spain,1987,
Sri Lanka,1987,
St. Kitts and Nevis,1987,
St. Lucia,1987,
Suriname,1987,
Swaziland,1987,
Sweden,1987,
Switzerland,1987,
Syrian Arab Republic,1987,
Tanzania,1987,
Thailand,1987,
Tonga,1987,
Trinidad and Tobago,1987,
Tunisia,1987,
Turkey,1987,
Uganda,1987,
Ukraine,1987,
United Arab Emirates,1987,
United Kingdom,1987,
United States,1987,
"Venezuela, RB",1987,
Zimbabwe,1987,
Albania,1988,7.738810062
Argentina,1988,
Australia,1988,31.27886963
Austria,1988,29.40320969
"Bahamas, The",1988,20.94272041
Bahrain,1988,13.29312992
Bangladesh,1988,3.600169897
Barbados,1988,
Belarus,1988,46.70534134
Belgium,1988,34.3397789
Benin,1988,2.188829899
Botswana,1988,
Bulgaria,1988,22.58201027
Burkina Faso,1988,0.678569973
Burundi,1988,0.742799997
Cambodia,1988,
Cameroon,1988,2.513639927
Central African Republic,1988,1.141720057
Chad,1988,
Chile,1988,18.4041996
China,1988,3.12477994
Colombia,1988,12.71378994
"Congo, Dem. Rep.",1988,1.812469959
"Congo, Rep.",1988,6.035620213
Costa Rica,1988,24.73263931
Cote d'Ivoire,1988,
Cuba,1988,22.65875053
Cyprus,1988,6.755099773
Czech Republic,1988,16.4979496
Denmark,1988,30.61252022
Dominica,1988,
Ecuador,1988,28.2625103
"Egypt, Arab Rep.",1988,18.46659088
El Salvador,1988,16.37812042
Fiji,1988,
Finland,1988,38.13050079
France,1988,30.93821907
Greece,1988,24.53198051
Guatemala,1988,
Guinea,1988,1.284980059
Guyana,1988,4.464449883
Honduras,1988,9.294389725
Hungary,1988,15.28649998
Iceland,1988,21.7741909
India,1988,5.544620037
Indonesia,1988,6.863800049
Iraq,1988,11.16154957
Ireland,1988,25.63986015
Italy,1988,26.48111916
Japan,1988,29.24832916
Jordan,1988,18.54803085
Kenya,1988,
"Korea, Rep.",1988,35.70053101
Kuwait,1988,15.75866032
Lao PDR,1988,1.363309979
Latvia,1988,23.56458092
Lebanon,1988,
Lesotho,1988,1.624680042
Libya,1988,
Luxembourg,1988,
"Macedonia, FYR",1988,19.41437912
Madagascar,1988,3.591860056
Malawi,1988,0.441709995
Malaysia,1988,7.215149879
Mali,1988,
Malta,1988,5.929359913
Mauritania,1988,2.974849939
Mauritius,1988,1.855599999
Mongolia,1988,22.21582031
Mozambique,1988,
Myanmar,1988,5.276450157
Nepal,1988,5.585730076
Netherlands,1988,32.27363968
New Zealand,1988,40.09994125
Nicaragua,1988,
Niger,1988,
Nigeria,1988,3.854150057
Norway,1988,32.29005814
Oman,1988,2.534159899
Panama,1988,21.25242996
Papua New Guinea,1988,
Paraguay,1988,8.125479698
Peru,1988,28.18749046
Philippines,1988,24.64933014
Poland,1988,18.19570923
Portugal,1988,
Qatar,1988,17.66435051
Romania,1988,9.044019699
Russian Federation,1988,
Rwanda,1988,
Saudi Arabia,1988,
Senegal,1988,
Sierra Leone,1988,
Slovenia,1988,
Spain,1988,
Sri Lanka,1988,
St. Kitts and Nevis,1988,
St. Lucia,1988,
Suriname,1988,
Swaziland,1988,
Sweden,1988,
Switzerland,1988,
Syrian Arab Republic,1988,
Tanzania,1988,
Thailand,1988,
Tonga,1988,
Trinidad and Tobago,1988,
Tunisia,1988,
Turkey,1988,
Uganda,1988,
Ukraine,1988,
United Arab Emirates,1988,
United Kingdom,1988,
United States,1988,
"Venezuela, RB",1988,
Zimbabwe,1988,
Albania,1989,8.149889946
Argentina,1989,
Australia,1989,32.40879822
Austria,1989,30.62068939
"Bahamas, The",1989,
Bahrain,1989,
Bangladesh,1989,3.560930014
Barbados,1989,16.81125069
Belarus,1989,47.33892059
Belgium,1989,36.04117966
Benin,1989,2.328530073
Botswana,1989,
Bulgaria,1989,25.04838943
Burkina Faso,1989,0.754429996
Burundi,1989,0.742540002
Cambodia,1989,0.604759991
Cameroon,1989,2.504920006
Central African Republic,1989,1.251139998
Chad,1989,0.63924998
Chile,1989,
China,1989,3.032429934
Colombia,1989,13.32588959
"Congo, Dem. Rep.",1989,2.046750069
"Congo, Rep.",1989,4.992300034
Costa Rica,1989,26.40582085
Cote d'Ivoire,1989,
Cuba,1989,21.76705933
Cyprus,1989,7.934470177
Czech Republic,1989,16.31851959
Denmark,1989,31.87900925
Dominica,1989,0.84179002
Ecuador,1989,24.79635048
"Egypt, Arab Rep.",1989,15.90765953
El Salvador,1989,16.89248085
Fiji,1989,5.142670155
Finland,1989,41.01773071
France,1989,34.42588043
Greece,1989,24.16452026
Guatemala,1989,
Guinea,1989,1.321030021
Guyana,1989,
Honduras,1989,9.276200294
Hungary,1989,14.83152962
Iceland,1989,23.40426064
India,1989,5.759439945
Indonesia,1989,7.930920124
Iraq,1989,12.26984024
Ireland,1989,26.83999062
Italy,1989,28.0627594
Japan,1989,29.51152039
Jordan,1989,20.61327934
Kenya,1989,1.509439945
"Korea, Rep.",1989,35.92066956
Kuwait,1989,15.08281994
Lao PDR,1989,
Latvia,1989,24.04898071
Lebanon,1989,
Lesotho,1989,1.573549986
Libya,1989,
Luxembourg,1989,
"Macedonia, FYR",1989,18.12252045
Madagascar,1989,3.546139956
Malawi,1989,0.45460999
Malaysia,1989,6.522089958
Mali,1989,0.641629994
Malta,1989,6.976069927
Mauritania,1989,3.111210108
Mauritius,1989,1.900329947
Mongolia,1989,20.15611076
Mozambique,1989,
Myanmar,1989,5.172669888
Nepal,1989,5.84469986
Netherlands,1989,32.80173874
New Zealand,1989,42.84614944
Nicaragua,1989,
Niger,1989,0.616119981
Nigeria,1989,4.122409821
Norway,1989,34.25194931
Oman,1989,3.26244998
Panama,1989,20.44702911
Papua New Guinea,1989,
Paraguay,1989,7.989079952
Peru,1989,29.59386063
Philippines,1989,26.13372993
Poland,1989,19.84487915
Portugal,1989,
Qatar,1989,18.84963036
Romania,1989,8.527810097
Russian Federation,1989,
Rwanda,1989,
Saudi Arabia,1989,
Senegal,1989,
Sierra Leone,1989,
Slovenia,1989,
Spain,1989,
Sri Lanka,1989,
St. Kitts and Nevis,1989,
St. Lucia,1989,
Suriname,1989,
Swaziland,1989,
Sweden,1989,
Switzerland,1989,
Syrian Arab Republic,1989,
Tanzania,1989,
Thailand,1989,
Tonga,1989,
Trinidad and Tobago,1989,
Tunisia,1989,
Turkey,1989,
Uganda,1989,
Ukraine,1989,
United Arab Emirates,1989,
United Kingdom,1989,
United States,1989,
"Venezuela, RB",1989,
Zimbabwe,1989,
Albania,1990,8.369110107
Argentina,1990,
Australia,1990,35.08403015
Austria,1990,32.57228851
"Bahamas, The",1990,
Bahrain,1990,
Bangladesh,1990,4.088009834
Barbados,1990,16.75488091
Belarus,1990,48.77965927
Belgium,1990,38.33956146
Benin,1990,2.122479916
Botswana,1990,
Bulgaria,1990,26.19759941
Burkina Faso,1990,0.756060004
Burundi,1990,0.703069985
Cambodia,1990,0.631340027
Cameroon,1990,2.858259916
Central African Republic,1990,1.386430025
Chad,1990,
Chile,1990,
China,1990,3.012470007
Colombia,1990,13.87662029
"Congo, Dem. Rep.",1990,2.149800062
"Congo, Rep.",1990,4.903699875
Costa Rica,1990,26.74859047
Cote d'Ivoire,1990,
Cuba,1990,21.12830925
Cyprus,1990,9.027239799
Czech Republic,1990,16.16942024
Denmark,1990,34.12242126
Dominica,1990,
Ecuador,1990,19.54109001
"Egypt, Arab Rep.",1990,14.89008045
El Salvador,1990,16.07896996
Fiji,1990,
Finland,1990,44.50114059
France,1990,36.96326065
Greece,1990,24.93856049
Guatemala,1990,
Guinea,1990,1.207980037
Guyana,1990,5.789060116
Honduras,1990,8.908670425
Hungary,1990,14.68564034
Iceland,1990,25.59647942
India,1990,5.956150055
Indonesia,1990,8.37553978
Iraq,1990,
Ireland,1990,27.41753006
Italy,1990,29.54133987
Japan,1990,29.74918938
Jordan,1990,20.45195961
Kenya,1990,
"Korea, Rep.",1990,36.87472916
Kuwait,1990,11.99489975
Lao PDR,1990,1.132969975
Latvia,1990,24.8656292
Lebanon,1990,
Lesotho,1990,1.303509951
Libya,1990,11.40909958
Luxembourg,1990,
"Macedonia, FYR",1990,16.62268066
Madagascar,1990,3.438679934
Malawi,1990,0.531729996
Malaysia,1990,7.189730167
Mali,1990,0.657670021
Malta,1990,10.38504028
Mauritania,1990,3.025160074
Mauritius,1990,3.041169882
Mongolia,1990,18.19734955
Mozambique,1990,
Myanmar,1990,5.038169861
Nepal,1990,5.220399857
Netherlands,1990,35.1465416
New Zealand,1990,39.37844086
Nicaragua,1990,7.727320194
Niger,1990,0.741330028
Nigeria,1990,
Norway,1990,38.3710289
Oman,1990,4.12278986
Panama,1990,20.9908905
Papua New Guinea,1990,
Paraguay,1990,8.335590363
Peru,1990,30.12070084
Philippines,1990,24.58946037
Poland,1990,20.38055992
Portugal,1990,20.01486969
Qatar,1990,20.19857979
Romania,1990,8.406990051
Russian Federation,1990,
Rwanda,1990,
Saudi Arabia,1990,
Senegal,1990,
Sierra Leone,1990,
Slovenia,1990,
Spain,1990,
Sri Lanka,1990,
St. Kitts and Nevis,1990,
St. Lucia,1990,
Suriname,1990,
Swaziland,1990,
Sweden,1990,
Switzerland,1990,
Syrian Arab Republic,1990,
Tanzania,1990,
Thailand,1990,
Tonga,1990,
Trinidad and Tobago,1990,
Tunisia,1990,
Turkey,1990,
Uganda,1990,
Ukraine,1990,
United Arab Emirates,1990,
United Kingdom,1990,
United States,1990,
"Venezuela, RB",1990,
Zimbabwe,1990,
Albania,1991,8.859930038
Argentina,1991,38.22399902
Australia,1991,38.01018143
Austria,1991,34.73540878
"Bahamas, The",1991,
Bahrain,1991,17.22944069
Bangladesh,1991,
Barbados,1991,26.12435913
Belarus,1991,47.65230179
Belgium,1991,39.91775131
Benin,1991,2.420840025
Botswana,1991,4.185070038
Bulgaria,1991,31.03787041
Burkina Faso,1991,0.700980008
Burundi,1991,0.787150025
Cambodia,1991,0.747590005
Cameroon,1991,3.156830072
Central African Republic,1991,1.490319967
Chad,1991,
Chile,1991,20.88331985
China,1991,2.93091011
Colombia,1991,14.69287968
"Congo, Dem. Rep.",1991,2.501909971
"Congo, Rep.",1991,4.812679768
Costa Rica,1991,28.8771801
Cote d'Ivoire,1991,
Cuba,1991,21.16641998
Cyprus,1991,10.12467003
Czech Republic,1991,16.07747078
Denmark,1991,36.48846054
Dominica,1991,5.887989998
Ecuador,1991,19.95830917
"Egypt, Arab Rep.",1991,12.6208601
El Salvador,1991,17.35811996
Fiji,1991,11.79102039
Finland,1991,48.92792892
France,1991,39.48389816
Greece,1991,36.33464813
Guatemala,1991,
Guinea,1991,1.051040053
Guyana,1991,
Honduras,1991,8.990010262
Hungary,1991,14.52085972
Iceland,1991,24.92248917
India,1991,6.038839817
Indonesia,1991,8.613180161
Iraq,1991,
Ireland,1991,27.93033981
Italy,1991,31.77528954
Japan,1991,29.77436066
Jordan,1991,22.19506073
Kenya,1991,
"Korea, Rep.",1991,37.93350983
Kuwait,1991,
Lao PDR,1991,
Latvia,1991,25.0568409
Lebanon,1991,
Lesotho,1991,1.326179981
Libya,1991,
Luxembourg,1991,4.789669991
"Macedonia, FYR",1991,15.26622963
Madagascar,1991,3.204080105
Malawi,1991,0.541689992
Malaysia,1991,7.981659889
Mali,1991,0.635839999
Malta,1991,12.6724596
Mauritania,1991,2.696490049
Mauritius,1991,3.538609982
Mongolia,1991,15.86295033
Mozambique,1991,
Myanmar,1991,
Nepal,1991,5.952690125
Netherlands,1991,39.51599121
New Zealand,1991,44.5587883
Nicaragua,1991,7.638249874
Niger,1991,
Nigeria,1991,
Norway,1991,42.33531952
Oman,1991,4.47329998
Panama,1991,22.65236092
Papua New Guinea,1991,
Paraguay,1991,
Peru,1991,31.91741943
Philippines,1991,27.1612606
Poland,1991,21.76199913
Portugal,1991,23.43029976
Qatar,1991,20.01729012
Romania,1991,9.621359825
Russian Federation,1991,
Rwanda,1991,
Saudi Arabia,1991,
Senegal,1991,
Sierra Leone,1991,
Slovenia,1991,
Spain,1991,
Sri Lanka,1991,
St. Kitts and Nevis,1991,
St. Lucia,1991,
Suriname,1991,
Swaziland,1991,
Sweden,1991,
Switzerland,1991,
Syrian Arab Republic,1991,
Tanzania,1991,
Thailand,1991,
Tonga,1991,
Trinidad and Tobago,1991,
Tunisia,1991,
Turkey,1991,
Uganda,1991,
Ukraine,1991,
United Arab Emirates,1991,
United Kingdom,1991,
United States,1991,
"Venezuela, RB",1991,
Zimbabwe,1991,
Albania,1992,9.29417038
Argentina,1992,
Australia,1992,39.38840866
Austria,1992,37.66069031
"Bahamas, The",1992,
Bahrain,1992,16.95248985
Bangladesh,1992,
Barbados,1992,27.39311981
Belarus,1992,43.8624115
Belgium,1992,
Benin,1992,2.271150112
Botswana,1992,
Bulgaria,1992,30.44894981
Burkina Faso,1992,0.930050015
Burundi,1992,0.846509993
Cambodia,1992,0.963750005
Cameroon,1992,
Central African Republic,1992,1.387009978
Chad,1992,
Chile,1992,23.9566803
China,1992,2.843889952
Colombia,1992,15.42356968
"Congo, Dem. Rep.",1992,
"Congo, Rep.",1992,5.244599819
Costa Rica,1992,31.40509033
Cote d'Ivoire,1992,2.752850056
Cuba,1992,19.71936035
Cyprus,1992,9.246979713
Czech Republic,1992,14.59228039
Denmark,1992,38.66210938
Dominica,1992,9.464900017
Ecuador,1992,
"Egypt, Arab Rep.",1992,
El Salvador,1992,
Fiji,1992,
Finland,1992,52.99055862
France,1992,42.81393051
Greece,1992,34.77109146
Guatemala,1992,
Guinea,1992,0.969099998
Guyana,1992,
Honduras,1992,9.37635994
Hungary,1992,14.92063999
Iceland,1992,29.60880089
India,1992,
Indonesia,1992,9.428839684
Iraq,1992,
Ireland,1992,30.35811043
Italy,1992,33.83098984
Japan,1992,29.96076965
Jordan,1992,21.40427017
Kenya,1992,
"Korea, Rep.",1992,39.50471878
Kuwait,1992,10.74108028
Lao PDR,1992,
Latvia,1992,25.55706978
Lebanon,1992,32.45146179
Lesotho,1992,2.266479969
Libya,1992,15.17508984
Luxembourg,1992,5.22066021
"Macedonia, FYR",1992,15.95118999
Madagascar,1992,
Malawi,1992,0.543240011
Malaysia,1992,9.076700211
Mali,1992,0.80558002
Malta,1992,14.20011044
Mauritania,1992,2.869940042
Mauritius,1992,
Mongolia,1992,14.14762974
Mozambique,1992,0.37439999
Myanmar,1992,4.345339775
Nepal,1992,5.412690163
Netherlands,1992,42.01200867
New Zealand,1992,50.51179886
Nicaragua,1992,8.36149025
Niger,1992,0.74466002
Nigeria,1992,
Norway,1992,46.01221085
Oman,1992,5.049280167
Panama,1992,24.21492958
Papua New Guinea,1992,
Paraguay,1992,
Peru,1992,31.53223038
Philippines,1992,25.82395935
Poland,1992,21.50987053
Portugal,1992,23.6657505
Qatar,1992,18.86108017
Romania,1992,10.80850983
Russian Federation,1992,
Rwanda,1992,
Saudi Arabia,1992,
Senegal,1992,
Sierra Leone,1992,
Slovenia,1992,
Spain,1992,
Sri Lanka,1992,
St. Kitts and Nevis,1992,
St. Lucia,1992,
Suriname,1992,
Swaziland,1992,
Sweden,1992,
Switzerland,1992,
Syrian Arab Republic,1992,
Tanzania,1992,
Thailand,1992,
Tonga,1992,
Trinidad and Tobago,1992,
Tunisia,1992,
Turkey,1992,
Uganda,1992,
Ukraine,1992,
United Arab Emirates,1992,
United Kingdom,1992,
United States,1992,
"Venezuela, RB",1992,
Zimbabwe,1992,
Albania,1993,11.18873978
Argentina,1993,
Australia,1993,65.06017303
Austria,1993,39.82632828
"Bahamas, The",1993,
Bahrain,1993,17.55381966
Bangladesh,1993,
Barbados,1993,25.50795937
Belarus,1993,43.34128952
Belgium,1993,45.82558823
Benin,1993,2.048609972
Botswana,1993,4.936329842
Bulgaria,1993,31.91851997
Burkina Faso,1993,1.081940055
Burundi,1993,0.947830021
Cambodia,1993,1.194429994
Cameroon,1993,
Central African Republic,1993,
Chad,1993,
Chile,1993,26.40921021
China,1993,2.93091011
Colombia,1993,15.65476036
"Congo, Dem. Rep.",1993,
"Congo, Rep.",1993,5.800720215
Costa Rica,1993,
Cote d'Ivoire,1993,3.310329914
Cuba,1993,17.73106003
Cyprus,1993,14.07258034
Czech Republic,1993,14.40950012
Denmark,1993,42.74794006
Dominica,1993,7.22495985
Ecuador,1993,
"Egypt, Arab Rep.",1993,
El Salvador,1993,18.63850975
Fiji,1993,
Finland,1993,59.43059158
France,1993,45.7188797
Greece,1993,38.12108994
Guatemala,1993,7.886479855
Guinea,1993,1.296309948
Guyana,1993,
Honduras,1993,9.205539703
Hungary,1993,16.08620071
Iceland,1993,27.34284973
India,1993,
Indonesia,1993,9.393320084
Iraq,1993,
Ireland,1993,31.90179062
Italy,1993,36.03339005
Japan,1993,
Jordan,1993,20.93047905
Kenya,1993,
"Korea, Rep.",1993,43.30445862
Kuwait,1993,11.82013988
Lao PDR,1993,1.333999991
Latvia,1993,24.29161072
Lebanon,1993,
Lesotho,1993,2.382359982
Libya,1993,
Luxembourg,1993,4.884409904
"Macedonia, FYR",1993,16.03734016
Madagascar,1993,3.570739985
Malawi,1993,0.547630012
Malaysia,1993,9.396499634
Mali,1993,0.927649975
Malta,1993,17.8040905
Mauritania,1993,3.571990013
Mauritius,1993,5.338429928
Mongolia,1993,12.26053047
Mozambique,1993,0.408499986
Myanmar,1993,5.329219818
Nepal,1993,5.170650005
Netherlands,1993,44.6330719
New Zealand,1993,56.49573135
Nicaragua,1993,
Niger,1993,
Nigeria,1993,
Norway,1993,50.2086792
Oman,1993,5.122189999
Panama,1993,25.91609955
Papua New Guinea,1993,
Paraguay,1993,10.55237961
Peru,1993,28.11548042
Philippines,1993,
Poland,1993,23.9521904
Portugal,1993,30.28900909
Qatar,1993,20.1627903
Romania,1993,12.05533028
Russian Federation,1993,
Rwanda,1993,
Saudi Arabia,1993,
Senegal,1993,
Sierra Leone,1993,
Slovenia,1993,
Spain,1993,
Sri Lanka,1993,
St. Kitts and Nevis,1993,
St. Lucia,1993,
Suriname,1993,
Swaziland,1993,
Sweden,1993,
Switzerland,1993,
Syrian Arab Republic,1993,
Tanzania,1993,
Thailand,1993,
Tonga,1993,
Trinidad and Tobago,1993,
Tunisia,1993,
Turkey,1993,
Uganda,1993,
Ukraine,1993,
United Arab Emirates,1993,
United Kingdom,1993,
United States,1993,
"Venezuela, RB",1993,
Zimbabwe,1993,
Albania,1994,10.6477499
Argentina,1994,36.78813934
Australia,1994,66.48654175
Austria,1994,42.32712936
"Bahamas, The",1994,
Bahrain,1994,16.76971054
Bangladesh,1994,
Barbados,1994,
Belarus,1994,41.43178177
Belgium,1994,48.89458847
Benin,1994,2.091589928
Botswana,1994,5.36796999
Bulgaria,1994,33.68542099
Burkina Faso,1994,1.054250002
Burundi,1994,
Cambodia,1994,1.378029943
Cameroon,1994,
Central African Republic,1994,
Chad,1994,
Chile,1994,27.46031952
China,1994,3.666640043
Colombia,1994,16.20476913
"Congo, Dem. Rep.",1994,
"Congo, Rep.",1994,
